#CODE;RUSSIAN;x
PLOT_POWER_CONTRIB_LOWER_THAN;Роль в заговоре $PLOTTER$ против $PLOT$ меньше чем §Y$POWER$%§!\n;x
PLOT_POWER_CONTRIB_AT_LEAST;Роль в заговоре $PLOTTER$ против $PLOT$ не менее чем §Y$POWER$%§!\n;x
KILLER;Убийца;x
ANY_SPOUSE_STARTS;Любой супруг;x
IS_MAIN_SPOUSE;Первая жена;x
IS_NOT_MAIN_SPOUSE;НЕ первая жена;x
CONQUEST_CULTURE_EFFECT;Покорение §Y$CULTURE$§Y[_]§Yой§! культурой\n;x #alt_culture_postfix
CONQUEST_CULTURE_EFFECT_FREED;Освобождение от §Y$CULTURE$§Y[_]§Yого§! ига\n;x #alt_culture_postfix
MAKE_PRIMARY_SPOUSE_EFFECT;$WHO$ теперь в первом супружестве с $SPOUSE$.\n;x
MAKE_NOT_PRIMARY_SPOUSE_EFFECT;$WHO$ более не состоит в первом супружестве с $SPOUSE$.\n;x
HAVE_CONQUEST_CULTURE;Покорено §Y$CULTURE$§Y[_]§Yой§! культурой\n;x #alt_culture_postfix
HAVNT_CONQUEST_CULTURE;НЕ покорено §Y$CULTURE$§Y[_]§Yой§! культурой\n;x #alt_culture_postfix
DISMISS_ALLOW_DESCRIPTION;Для увольнения требуется выполнение следующих условий:\n;x
DIPLO_OF_POPE;Дипломатия главы религии;x
INTERACTION_REQUIRES_FEWER_WIVES;Убедитесь, что §Y$CHAR$§W имеет менее §Y$NUM$§W жён;x
INTERACTION_REQUIRES_NO_OTHER_MARRIAGE;Убедитесь, что §Y$CHAR$§W не состоит в браке;x
INTERACTION_REQUIRES_NO_TRUCE_OR_REV_REASON;У Вас должна быть особая причина для отмены перемирия;x
INTERACTION_VALID_REASON;Так как у Вас есть веский повод - никто не будет против.;x
tribal_invasion_desc;Вы можете не беспокоиться о правовых вопросах - вершите правосудие! §Y$CLAIMANT$§! может вторгаться в земли, которыми владеет §Y$TARGET$§!. В случае успеха все титулы будут присвоены, а вассалы подчинятся нам.;x
decadence_invasion_desc;Вы можете не беспокоиться о правовых вопросах - вершите правосудие! §Y$CLAIMANT$§! может вторгаться в земли, которыми владеет §Y$TARGET$§!.;x
title_food_taster;Дегустатор;x
title_food_taster_desc;У дегустатора сомнительное удовольствие пробовать всю еду, прежде чем её передадут повелителю;x
title_court_calligrapher;Придворный каллиграф;x
title_court_calligrapher_desc;Способность распознавать подделку почерка делает судей-каллиграфов очень уважаемыми в исламском мире.;x
title_court_musician;Придворный музыкант;x
title_court_musician_desc;Музыканты всегда готовы развлечь спокойной или весёлой музыкой.;x
title_court_poet;Придворный поэт;x
title_court_poet_desc;Исламские поэты пользуются большим почётом и уважением, зачастую и в религиозных вопросах, но иногда они выходят за рамки дозволенного.;x
title_chief_architect;Главный архитектор;x
title_chief_architect_desc;Главный архитектор ответственен за проектирование и наблюдение за строительством дворцов, мечетей и великих памятников.;x
title_chief_qadi;Верховный кадий;x
title_chief_qadi_desc;Верховный кадий - высший судья и авторитет в законах Шариата. Самое престижное из всех мусульманских почётных званий, доступное только людям с отличным религиозным образованием.;x
title_court_dwarf;Придворный карлик;x
title_court_dwarf_desc;Карлики - объекты восхищения и любопытства. Иметь одного при дворе дело престижа.;x
job_spiritual_muslim;Муфтий;x #Имам;x
job_spiritual_shiite;Муфтий;x #Мулла;x
job_chancellor_iranian;Великий визирь;x
job_chancellor_turkish;Великий визирь;x
PROV911;Тимбукту;x
PROV912;Аудагост;x
PROV914;Гао;x
PROV915;Дженне;x
PROV916;Тегаза;x
PROV917;Арауан;x
PROV918;Сиджильмаса;x
PROV919;Уалата;x
PROV920;Уадан;x
PROV922;Тадмекка;x
PROV923;Плато Адрар;x
PROV924;Западная Сахара;x
PROV926;Бамбук;x
PROV928;Гурма;x
e_persia;Персидская империя;x
e_persia_adj;Персид;x
e_arabia;Арабская империя;x
e_arabia_adj;Араб;x
k_volga_bulgaria;Волжская Булгария;x
k_volga_bulgaria_adj;Булгар;x
k_perm;Пермь Великая;x
k_perm_adj;Великоперм;x
k_taurica;Таврика;x
k_taurica_adj;Тавриче;x
k_alania;Алания;x
k_alania_adj;Алан;x
e_britannia;Британия;x
e_britannia_adj;Британ;x
e_spain;Испания;x
e_spain_adj;Испан;x
west_african;Западно-африканская;x
manden;Манденск;x
k_byzantium;Греция;x
k_byzantium_adj;Грече;x
k_anatolia;Анатолия;x
k_anatolia_adj;Анатолий;x
k_ruthenia;Русь;x
k_ruthenia_adj;Рус;x
e_russia;Русь;x
e_russia_adj;Рус;x
e_scandinavia;Скандинавия;x
e_scandinavia_adj;Скандинав;x
e_france;Франкская империя;x
e_france_adj;Франк;x
mujahid;Моджахед[__];x #GetEndKa_TT
mujahid_desc;Эт[_от] [__персонаж] - ветеран[__] джихада.;x
hajjaj;Хаджи;x
hajjaj_desc;Эт[_от] [__персонаж] совершил[_] хадж - паломничество в Мекку.;x
on_hajj;На хадже;x
on_hajj_desc;Эт[_от] [__персонаж] совершает паломничество в Мекку.;x
faqih;Факих;x
faqih_desc;Эт[_от] [__персонаж] обуча[_лся_] исламскому праву.;x
hafiz;Хафиз;x
hafiz_desc;Эт[_от] [__персонаж] выучил[_] Коран наизусть.;x
sayyid;Сэйид;x #Сейид;x
sayyid_desc;Такой почётный титул могли иметь люди из старейших аристократических родов, продолжительно властвовавших и сохранявших значимость, особенно среди представителей потомков пророка Мухаммада и его внуков Хасана и Хусайна.;x
mirza;Мирза;x
mirza_desc;Мать эт[__ого] [__персонажа] - Сэйид (патрилинейным образом произошла от Пророка Мухаммада или другого представителя монаршей крови);x
scarred;Со шрамами;x
scarred_desc;Старые раны оставили на эт[__ом] [__персонаже] множество шрамов;x
pilgrim;Паломни[_к];x #GetTsaK_TT_к
pilgrim_desc;Эт[_от] [__персонаж] совершил[_] большое паломничество;x
MUSLIM_VIEW;$TRAIT$: $VALUE$;x
AIREASON_IS_HIGHER_RANK_SPOUSE;Я в браке, а §Y[GetTitledFirstName]§!, м[GetOyaOy] [GetHusbandWife], выше рангом;x
FIGHTING_ANOTHER_WAR;Занят битвой в другой войне;x
empire;Империя;x
kingdom;Королевство;x
duchy;Герцогство;x
county;Графство;x
barony;Баронство;x
city_empire;Великая республика;x
city_kingdom;Торговый союз;x
city_duchy;Республика;x
city_county;Великий город;x
