#CODE;RUSSIAN;x
nick_the_inquisitor;Инквизитор[This.GetEndSha];x
nick_the_purifier;Очиститель[This.GetEndNitsa];x
String_man_at_arm;всадник;x
String_spahi;спахи;x
MNM.6668.d;В последнее время Вы не проявляли должной осторожности, часто и временами неприкрыто используя возможности, которыми наделили Вас [Root.GetSocietyName]. В результате священники теперь открыто обвиняют Вас в вероотступничестве!;x
opinion_accused_apostate;Обвиняется в вероотступничестве;x
accused_apostate;Клеймо вероотступника;x
accused_apostate_desc;Эт[GetEtaEtot] [GetAgedPerson] обвиняется в вероотступничестве. Правдивы эти обвинения или нет - это уже не столь важно...;x
accuse_rival_tooltip;Воспользоваться возможностью обвинить своего врага в вероотступничестве. Может быть, §Y[rival_target.GetBestName]§! и невинов[rival_target.GetNaEn], но Ваш сюзерен от этого не станет мудрее...;x
apostate_found_tooltip;§Y[accused_apostate.GetBestName]§! будет приведен[accused_apostate.GetEndA] Вами ко двору сюзерена, пусть  §Y[Root.Liege.GetTitle] [Root.Liege.GetFirstName]§! решит судьбу эт[accused_apostate.GetOyOgo] вероотступни[accused_apostate.GetTsyKa]!;x
MNM.70110.d.highly_suspected_society_member;[accused_apostate.GetBestName] наконец выдал[accused_apostate.GetEndA] себя. После принятия заявлений от нескольких свидетелей и пристального наблюдения за каждым [accused_apostate.GetHersHis] шагом, Вы собрали достаточно доказательств для обвинений в вероотступничестве - очевидно, [accused_apostate.GetSocietyName] приняли [accused_apostate.GetHersHis] в свои ряды! Ваши [Root.GetReligionWarriorPlural] готовы взять [accused_apostate.GetHersHis] под стражу.;x
MNM.70110.d.suspected_society_member;[accused_apostate.GetBestName] наконец выдал[accused_apostate.GetEndA] себя. После принятия заявлений от нескольких свидетелей и пристального наблюдения за каждым [accused_apostate.GetHersHis] шагом, Вы теперь имеете достаточно оснований для обвинений в вероотступничестве - [accused_apostate.GetSocietyName] тесно общались с н[accused_apostate.GetEyIm]. Ваши [Root.GetReligionWarriorPlural] готовы взять [accused_apostate.GetHersHis] под стражу.;x
MNM.70110.d.suspected_apostate;[accused_apostate.GetBestName] наконец выдал[accused_apostate.GetEndA] себя. Вы шпионили за н[accused_apostate.GetEyIm] и нашли множество еретических символов, запрещённых текстов. Всё это даёт Вам основания для обвинений в вероотступничестве - [accused_apostate.GetSheHe] утверждает, что исповедует [accused_apostate.GetReligionFullName], будучи при этом тайн[accused_apostate.GetOyuYm] [accused_apostate.GetTrueReligionAdherentINS]! Ваши [Root.GetReligionWarriorPlural] готовы взять [accused_apostate.GetHersHis] под стражу.;x
MNM.70110.d.no_suspicion;Похоже, [accused_apostate.GetBestName] ступил[accused_apostate.GetEndA] на скользкую дорожку, [Root.Religion.GetRandomEvilGodName] отравляет [accused_apostate.GetHersHis] душу. Собрав заявления среди крестьян и детей, Вы получили свидетельства [accused_apostate.GetHersHis] вероотступничества. Ваши [Root.GetReligionWarriorPlural] готовы взять [accused_apostate.GetHersHis] под стражу.;x
MNM.70110.d.innocent_victim;Похоже, [accused_apostate.GetBestName] ступил[accused_apostate.GetEndA] на скользкую дорожку, [Root.Religion.GetRandomEvilGodName] отравляет [accused_apostate.GetHersHis] душу. Собрав заявления среди крестьян и детей, Вы получили свидетельства [accused_apostate.GetHersHis] вероотступничества. Ваши [Root.GetReligionWarriorPlural] готовы взять [accused_apostate.GetHersHis] под стражу.;x
MNM.70110.a;Взять [accused_apostate.GetHersHis]! [Root.Liege.GetTitle] решит [accused_apostate.GetHersHis] судьбу.;x #[Root.Liege.GetTitle] [Root.Liege.GetFirstName]'s justice.;x
MNM.70110.b;У меня есть более подходящий кандидат для обвинений.;x
MNM.70200.d.highly_suspected_society_member;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] ворва[Root.job_spiritual.GetLasLsya] в м[Root.GetMyChamberACC] в окружении нескольких [Root.GetReligionWarriorPluralGEN]. С ними был[accused_apostate.GetEndA] [accused_apostate.GetBestName], закованн[accused_apostate.GetAyaYy] в цепи. "[Root.PrimaryTitle.GetFOA], эт[accused_apostate.GetEtaEtot] вероотступни[accused_apostate.GetTsaK] открыто заявляет, что [accused_apostate.GetSocietyName] приняли [accused_apostate.GetHersHis] в свои ряды!".;x
MNM.70200.d.suspected_society_member;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] ворва[Root.job_spiritual.GetLasLsya] в м[Root.GetMyChamberACC] в окружении нескольких [Root.GetReligionWarriorPluralGEN]. С ними был[accused_apostate.GetEndA] [accused_apostate.GetBestName], закованн[accused_apostate.GetAyaYy] в цепи. "[Root.PrimaryTitle.GetFOA], у меня есть неопровержимые доказательства того, что эт[accused_apostate.GetEtaEtot] вероотступни[accused_apostate.GetTsaK] и [accused_apostate.GetSocietyName] тесно сотрудничали!".;x
MNM.70200.d.suspected_apostate;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] ворва[Root.job_spiritual.GetLasLsya] в м[Root.GetMyChamberACC] в окружении нескольких [Root.GetReligionWarriorPluralGEN]. С ними был[accused_apostate.GetEndA] [accused_apostate.GetBestName], закованн[accused_apostate.GetAyaYy] в цепи. "[Root.PrimaryTitle.GetFOA], мы поймали эт[accused_apostate.GetUOgo] [accused_apostate.GetAgedPersonACC] за чтением [accused_apostate.GetSecretReligionScriptureAdjAndNameGEN]!".;x
